,Player Name,Hit/Miss Prediction,Hit Probability
64,John Standeford,0,0.19332089
65,Santonio Holmes,0,0.19213021
66,Roy Williams,0,0.18938415
67,James Jones,0,0.18790367
68,Sammy Watkins,0,0.18248707
69,Robert Meachem,0,0.18155397
70,Jordy Nelson,0,0.17957464
71,Julio Jones,0,0.17935091
72,Tyreek Hill,0,0.17732038
73,Devin Thomas,0,0.17568322
74,Earl Bennett,0,0.16959913
75,Tavon Austin,0,0.16884775
76,TY Hilton,0,0.16828148
77,Shane Wynn,0,0.16492145
78,Marqise Lee,0,0.16466033
79,Derek Hagan,0,0.16350141
80,Kevin Ogletree,0,0.15970571
81,Lee Evans,0,0.1519955
82,Isaiah Ford,0,0.15092489
83,Shaun McDonald,0,0.14739895
84,Sammie Coates,0,0.1429427
85,Sidney Rice,0,0.1416053
86,Ryne Robinson,0,0.13868932
87,Dominique Edison,0,0.13673757
88,Torrey Smith,0,0.13530926
89,Jarrett Boykin,0,0.13351767
90,Dominique Zeigler,0,0.13343164
91,Stedman Bailey,0,0.12891039
92,Justin Hardy,0,0.12291496
93,Pierre Garcon,0,0.122078866
94,Randall Cobb,0,0.12141468
95,Dwayne Jarrett,0,0.120170325
96,James Hardy,0,0.120067045
97,Chad Jackson,0,0.119922645
98,Bryant Johnson,0,0.11639774
99,Michael Floyd,0,0.115766995
100,Ryan Broyles,0,0.11555147
101,Naaman Roosevelt,0,0.11438236
102,Cecil Shorts,0,0.11267762
103,Nate Burleson,0,0.1109251
104,Aundrae Allison,0,0.10947022
105,Jarett Dillard,0,0.10730417
106,Justin Gage,0,0.10653967
107,Greg Little,0,0.105919495
108,David Anderson,0,0.10455147
109,Will Fuller,0,0.10321616
110,Jeremy Bloom,0,0.10245466
111,Mike Walker,0,0.10116651
112,Rueben Randle,0,0.100301534
113,Josh Gordon,0,0.0993889
114,AJ Jenkins,0,0.09900167
115,Charles Rogers,0,0.09823603
116,Devin Smith,0,0.09783229
117,Josh Reynolds,0,0.09693906
118,Jeff Webb,0,0.0961063
119,Curtis Samuel,0,0.094702736
120,Ramses Barden,0,0.09329342
121,Mohamed Sanu,0,0.09192804
122,Laquon Treadwell,0,0.09183375
123,Mario Manningham,0,0.091717884
124,Jerome Simpson,0,0.090868816
125,Johnnie Lee Higgins,0,0.09031932
126,Kenny Britt,0,0.08837397
127,David Moore,0,0.087894134
128,Danny Amendola,0,0.08714242
129,Albert Wilson,0,0.0869621
130,Malcolm Kelly,0,0.08606719
131,Ryan Hoag,0,0.08493432
132,Michael Jenkins,0,0.083991185
133,Rashad Greene,0,0.08371423
134,Solomon Patton,0,0.08312079
135,Brian Robiskie,0,0.08158551
136,Jordan Leslie,0,0.0808436
137,Corey Coleman,0,0.080752335
138,Marcus Johnson,0,0.08041514
139,Courtney Roby,0,0.08011529
140,Stephen Hill,0,0.079315014
141,Arnaz Battle,0,0.0787928
142,Zach Pascal,0,0.077449076
143,Devery Henderson,0,0.0773952
144,Sterling Shepard,0,0.077184685
145,Dwayne Harris,0,0.07691221
146,Michael Clayton,0,0.07651321
147,Trent Taylor,0,0.07648646
148,Jonathan Smith,0,0.076396495
149,Rashard Higgins,0,0.07629651
150,Josh Doctson,0,0.076239906
151,Marquise Goodwin,0,0.07583545
152,Roger Lewis,0,0.075177416
153,Hunter Sharp,0,0.07494447
154,Keelan Cole,0,0.07476482
155,Taylor Gabriel,0,0.07475891
156,Brian Quick,0,0.073766075
157,Leonte Carroo,0,0.07374736
158,John Ross,0,0.07366227
159,Carlos Francis,0,0.07193346
160,Jeff Janis,0,0.07101509
161,Austin Carr,0,0.07052888
162,Willie Snead,0,0.070351444
163,Jermaine Kearse,0,0.06982117
164,Mike Thomas 2016,0,0.06907706
165,Darrius Heyward-Bey,0,0.0685621
166,Cory Rodgers,0,0.06776603
167,Bryan Walters,0,0.06729862
168,Marko Mitchell,0,0.06693852
169,Chris Henry,0,0.066543356
170,Paris Warren,0,0.06593313
171,Robert Davis,0,0.06558439
172,Jordan Shipley,0,0.06542039
173,Brandon Jones,0,0.0647716
174,Chris Godwin,0,0.064040646
175,Kenny Stills,0,0.06388059
176,Dorial Green-Beckham,0,0.06326431
177,Bernard Reedy,0,0.06276019
178,Quan Cosby,0,0.061872885
179,Josh Cooper,0,0.06177773
180,Donte Moncrief,0,0.06170845
181,Zay Jones,0,0.061458923
182,Ryan Whalen,0,0.0605307
183,Dante Ridgeway,0,0.059753858
184,Brandon Banks,0,0.058847003
185,Da'Rick Rogers,0,0.057576396
186,Tyrone Calico,0,0.057396628
187,Kris Adams,0,0.056919664
188,Reggie Newhouse,0,0.056471176
189,Kevin Walter,0,0.056249093
190,Rashaun Woods,0,0.055358775
191,Manuel Johnson,0,0.055085365
192,Kolby Listenbee,0,0.054792024
193,Devard Darling,0,0.053231157
194,Carlos Henderson,0,0.052848108
195,Marcus Monk,0,0.05283072
196,Sloan Thomas,0,0.05282224
197,Pharoh Cooper,0,0.052632958
198,Bobby Wade,0,0.05260381
199,Andre Roberts,0,0.051942416
200,Laurent Robinson,0,0.051083766
201,Danario Alexander,0,0.050351772
202,Jason Hill,0,0.05023661
203,Daniel Braverman,0,0.050052375
204,Walt Powell,0,0.04955421
205,Chris Owusu,0,0.0492108
206,Limas Sweed,0,0.049069643
207,Mark Bradley,0,0.048055865
208,Brandon Williams,0,0.047449425
209,Shelton Gibson,0,0.047290184
210,Aldrick Robinson,0,0.04720936
211,Sam Hurd,0,0.047148176
212,Steve Smith 2007,0,0.04707381
213,Bud Sasser,0,0.04704112
214,Kevin White,0,0.046033904
215,Roydell Williams,0,0.045705047
216,Amara Darboh,0,0.045519404
217,Jamison Crowder,0,0.045445893
218,BJ Cunningham,0,0.04542727
219,Greg Salas,0,0.045327604
220,Maurice Stovall,0,0.044884093
221,Darius Johnson,0,0.044791102
222,Max Komar,0,0.044523668
223,Marvin McNutt,0,0.044432707
224,Terrence Murphy,0,0.044427484
225,Ernest Wilford,0,0.044311464
226,Billy McMullen,0,0.04427968
227,Tre McBride,0,0.044210415
228,Jakeem Grant,0,0.04410643
229,Jeff Maehl,0,0.04404368
230,Devin Funchess,0,0.043986786
231,Johnnie Morant,0,0.043362755
232,Josh Boyce,0,0.0428232
233,Juron Criner,0,0.04268429
234,JJ Nelson,0,0.042526077
235,Marquess Wilson,0,0.04210133
236,Lestar Jean,0,0.04124822
237,Kasen Williams,0,0.040317424
238,Marcus Henry,0,0.040165827
239,Adrian Arrington,0,0.039947994
240,Leonard Hankerson,0,0.03923383
241,Johnny Knox,0,0.039062306
242,Phillip Dorsett,0,0.03901508
243,Mike Hass,0,0.03894743
244,Kenny McKinley,0,0.03876108
245,Jerrel Jernigan,0,0.038655695
246,Chris Matthews,0,0.03844869
247,Charles Johnson,0,0.03806713
248,Terrence Austin,0,0.037906826
249,Hank Baskett,0,0.037722632
250,Craphonso Thorpe,0,0.037613988
251,Tajae Sharpe,0,0.037496727
252,Jamaar Taylor,0,0.037364464
253,Demetrius Williams,0,0.036923647
254,Domenik Hixon,0,0.036840253
255,Tiquan Underwood,0,0.036826067
256,Allen Hurns,0,0.03639793
257,Kenny Bell,0,0.036197834
258,Chandler Williams,0,0.036187876
259,Cole Beasley,0,0.035855904
260,DJ Hackett,0,0.035676416
261,Jalen Saunders,0,0.035469394
262,Austin Collie,0,0.035283066
263,Fred Gibson,0,0.03522314
264,Scottie Vines,0,0.03415426
265,Justin Brown,0,0.033498786
266,Dezmon Briscoe,0,0.03304355
267,Denarius Moore,0,0.03259978
268,Brandon Gibson,0,0.032558285
269,JR Toler,0,0.0322817
270,Nelson Agholor,0,0.032173153
271,Brandon LaFell,0,0.032100018
272,Tanner Gentry,0,0.031837124
273,Geremy Davis,0,0.031759225
274,Yamon Figurs,0,0.031732835
275,Juaquin Iglesias,0,0.031712234
276,Todd Watkins,0,0.031592976
277,Craig Bragg,0,0.031555213
278,David Gettis,0,0.031493153
279,Jerricho Cotchery,0,0.031030126
280,Mardy Gilyard,0,0.030499352
281,Jordan White,0,0.030402735
282,Tevin Reese,0,0.03022214
283,Travis Wilson,0,0.029772662
284,DeVante Parker,0,0.029702911
285,Travis Rudolph,0,0.029563555
286,Bradley Marquez,0,0.029415097
287,Jonathan Orr,0,0.02927462
288,Justin Hunter,0,0.029046534
289,Josh Malone,0,0.028980857
290,Bethel Johnson,0,0.028620053
291,Deon Butler,0,0.028520534
292,Mike Wallace,0,0.028436348
293,Vincent Brown,0,0.02788741
294,Kassim Osgood,0,0.02781784
295,Rishard Matthews,0,0.027740035
296,Kelvin Benjamin,0,0.027604967
297,Matt Hazel,0,0.027426897
298,Shaquelle Evans,0,0.027159663
299,Davone Bess,0,0.027081657
300,Lavon Brazill,0,0.02703462
301,Will Franklin,0,0.026759638
302,Demarcus Robinson,0,0.02596174
303,Kevin Curtis,0,0.025653383
304,Brett Swain,0,0.025489844
305,Logan Payne,0,0.025454884
306,Pat Edwards,0,0.025172113
307,Jordan Taylor,0,0.024969816
308,Talman Gardner,0,0.024706822
309,Doug Gabriel,0,0.024446573
310,Duke Calhoun,0,0.024411863
311,Armon Binns,0,0.024188153
312,Brandon Middleton,0,0.023859894
313,Robert Herron,0,0.023584625
314,Roscoe Parrish,0,0.023537854
315,Mark Clayton,0,0.023353962
316,Lance Long,0,0.022810219
317,Trindon Holliday,0,0.022810219
318,Joe Morgan,0,0.022810219
319,Matt Slater,0,0.022810219
320,Ethan Kilmer,0,0.022653485
321,Devier Posey,0,0.022638245
322,Breshad Perriman,0,0.022469958
323,Josh Cribbs,0,0.022089379
324,Ted Ginn Jr,0,0.022039242
325,Cobi Hamilton,0,0.021845719
326,Isaiah Stanback,0,0.021806743
327,Glenn Martinez,0,0.021788782
328,Mario Urrutia,0,0.020345246
329,Aaron Dobson,0,0.020226829
330,Nick Toon,0,0.0201332
331,Chad Williams,0,0.019963818
332,Vince Mayle,0,0.019800432
333,Kelley Washington,0,0.019732945
334,Carlyle Holiday,0,0.019705169
335,Ryan Grant,0,0.019585654
336,Marc Mariani,0,0.019358084
337,DeMarcus Ayers,0,0.019269759
338,Aaron Burbridge,0,0.019269759
339,Alan Bonner,0,0.019112676
340,Quinton Patton,0,0.018963177
341,Dezmin Lewis,0,0.018866854
342,Kevin Robinson,0,0.018799048
343,Tandon Doss,0,0.018705878
344,Mike Williams 2017,0,0.018682977
345,Chad Hansen,0,0.01866769
346,Tanner McEvoy,0,0.018513342
347,Adam Jennings,0,0.018513342
348,Brandon James,0,0.018513342
349,Russell Shepard,0,0.018513342
350,Micheal Spurlock,0,0.018513342
351,Steve Sanders,0,0.018471314
352,Terrance Copper,0,0.018462395
353,Toney Clemons,0,0.018420981
354,Jeremy Gallon,0,0.018371481
355,Ricardo Louis,0,0.018122615
356,Bernard Berrian,0,0.01792499
357,Markus Wheaton,0,0.017856965
358,Stephen Williams,0,0.01771765
359,Kenneth Moore,0,0.017652871
360,Rodney Adams,0,0.017459646
361,Dane Sanzenbacher,0,0.017331747
362,Isaiah McKenzie,0,0.017282262
363,Chad Owens,0,0.01701398
364,Blair White,0,0.017004477
365,Jason Avant,0,0.016974032
366,Seyi Ajirotutu,0,0.016884318
367,Kerry Meier,0,0.016597489
368,John Broussard,0,0.016357873
369,Chris Harper,0,0.016154055
370,Kendrick Bourne,0,0.016140215
371,Brandon Coleman,0,0.016045641
372,Damian Williams,0,0.01601832
373,TJ Jones,0,0.01593899
374,Quincy Enunwa,0,0.015918922
375,Michael Campanaro,0,0.01567054
376,Ben Obomanu,0,0.01564315
377,Devin Street,0,0.015554742
378,Demarco Sampson,0,0.015543751
379,Taco Wallace,0,0.0149818715
380,Nick Williams,0,0.0148539115
381,Titus Young,0,0.014785497
382,Percy Harvin,0,0.014775978
383,ArDarius Stewart,0,0.014743941
384,Kareem Kelly,0,0.014706599
385,Jeremy Ebert,0,0.0147015685
386,Keenan Howry,0,0.014684828
387,Syndric Steptoe,0,0.014603301
388,Jeremy Ross,0,0.014587396
389,Mike Thomas 2009,0,0.0145844845
390,Jared Abbrederis,0,0.01451176
391,Josh Huff,0,0.014427537
392,Trey Watts,0,0.014347586
393,Chad Hall,0,0.014347586
394,Donald Jones,0,0.014169496
395,Ryan Swope,0,0.0140822055
396,De'Anthony Thomas,0,0.01399705
397,Marcus Smith,0,0.013896785
398,Adam Humphries,0,0.013839353
399,Tim Patrick,0,0.013784288
400,Braxton Miller,0,0.013726379
401,Scotty McKnight,0,0.013689059
402,Kamar Aiken,0,0.013629955
403,Marvin Hall,0,0.013568523
404,Kyle Williams,0,0.013443987
405,Greg Camarillo,0,0.013311188
406,Tony Lippett,0,0.013259742
407,Donnie Avery,0,0.013244423
408,Chester Rogers,0,0.013117419
409,Matt Willis,0,0.013115548
410,Devin Fuller,0,0.0130787045
411,Malcolm Mitchell,0,0.013028158
412,TJ Graham,0,0.01285001
413,Gary Banks,0,0.012817714
414,Roy Hall,0,0.012817714
415,LaQuan Williams,0,0.012817714
416,Kevin Cone,0,0.012817714
417,Bam Childress,0,0.012455388
418,James Wright,0,0.012455388
419,Airese Currie,0,0.0123171285
420,Timothy Toone,0,0.012286595
421,Jaydon Mickens,0,0.01228313
422,Jon Olinger,0,0.012243241
423,Evan Spencer,0,0.012037346
424,Marques Hagans,0,0.012037346
425,Samie Parker,0,0.011968589
426,Greg Childs,0,0.0119555425
427,Arman Shields,0,0.011929278
428,Marcus Maxwell,0,0.011871247
429,Glenn Holt,0,0.011816501
430,JR Russell,0,0.011706214
431,Stacy Coley,0,0.01169893
432,Kenny Lawler,0,0.011674718
433,Damaris Johnson,0,0.011635576
434,DeAndre Smelter,0,0.011591138
435,Terrance Williams,0,0.011568162
436,Sinorice Moss,0,0.011397555
437,Eddie Royal,0,0.011323615
438,Jeremy Kerley,0,0.01126225
439,Devon Wylie,0,0.01126225
440,Bennie Fowler,0,0.011252744
441,David Reed,0,0.011239605
442,Drew Davis,0,0.01114785
443,Corey Fuller,0,0.011073215
444,Ryan Switzer,0,0.011030047
445,Keenan Burton,0,0.011014454
446,Brice Butler,0,0.01099297
447,Wallace Wright,0,0.01099297
448,Andrew Hawkins,0,0.01099297
449,Arrelious Benn,0,0.010943354
450,Dede Westbrook,0,0.010936317
451,Austin Pettis,0,0.010920056
452,Andrew Turzilli,0,0.010853613
453,Junior Hemingway,0,0.010853613
454,Taylor Price,0,0.010769734
455,Cody Latimer,0,0.010709806
456,Taylor Jacobs,0,0.010701186
457,Mario Alford,0,0.01067391
458,Dontrelle Inman,0,0.010649842
459,Willie Reid,0,0.010649842
460,Biren Ealy,0,0.010625297
461,Kealoha Pilares,0,0.010517269
462,Devin Lucien,0,0.010466572
463,Riley Cooper,0,0.010455358
464,Noah Brown,0,0.010434722
465,Tommylee Lewis,0,0.0104106665
466,Keary Colbert,0,0.010213372
467,Drew Carter,0,0.01019575
468,Sam Aiken,0,0.010110578
469,Quan Bray,0,0.010088972
470,Bennie Brazell,0,0.010088972
471,Andre Debose,0,0.010088972
472,Legedu Naanee,0,0.010088972
473,Javontee Herndon,0,0.010088972
474,Chris Conley,0,0.010064495
475,Kevin Dorsey,0,0.010000122
476,Tyler Grisham,0,0.010000122
477,Richard Goodman,0,0.010000122
478,Derek Kinder,0,0.009921414
479,Derrick Hamilton,0,0.009884941
480,Jordan Payton,0,0.009830896
481,Jarius Wright,0,0.009809456
482,Maurice Harris,0,0.0097912885
483,Anthony Mix,0,0.0097912885
484,Kelvin Kight,0,0.009773381
485,Jeris McIntyre,0,0.009773381
486,Jonathan Krause,0,0.009773381
487,Da'Ron Brown,0,0.009681054
488,Brian Clark,0,0.009615871
489,Reggie Brown,0,0.009582271
490,Clyde Gates,0,0.009529315
491,Carl Ford,0,0.009502888
492,Joel Filani,0,0.009474577
493,Mark Jones,0,0.009455809
494,Tommy Streeter,0,0.009449862
495,Jaron Brown,0,0.0093815625
496,Skyler Green,0,0.0093714595
497,David Nelson,0,0.009204241
498,Paul Williams,0,0.009176635
499,Rodney Smith,0,0.009176635
500,Triandos Luke,0,0.009176635
501,Marlon Brown,0,0.009176635
502,Max McCaffrey,0,0.009176635
503,Griff Whalen,0,0.009176635
504,Andrae Thurman,0,0.0091713
505,Dallas Baker,0,0.009146093
506,Ronald Bellamy,0,0.009145021
507,Tyrell Williams,0,0.009092135
508,Mohamed Massaquoi,0,0.008993921
509,Michael Bumpus,0,0.008965028
510,Craig Davis,0,0.008932824
511,Chaz Schilens,0,0.008906862
512,Josh Bellamy,0,0.008831417
513,Keith Mumphery,0,0.008808527
514,Charone Peake,0,0.008782928
515,Cody Hollister,0,0.0085702175
516,Darius Powe,0,0.008510474
517,Marlon Moore,0,0.008510474
518,Chris Francies,0,0.008510474
519,Cody Core,0,0.008255052
520,Kris Durham,0,0.008255052
521,Devin Aromashodu,0,0.008255052
522,Damiere Byrd,0,0.008255052
523,Anthony Gonzalez,0,0.008133552
524,Travis Anglin,0,0.008113983
525,Lucky Whitehead,0,0.008011979
526,Early Doucet,0,0.008011199
527,Jehu Chesson,0,0.008001302
528,Patrick Turner,0,0.007945399
529,Chris Moore,0,0.007933831
530,Bryce Treggs,0,0.007928042
531,Verran Tucker,0,0.007900988
532,Tab Perry,0,0.007900988
533,Louis Murphy,0,0.007900565
534,Brandon Tate,0,0.007900565
535,Johnathan Holland,0,0.007884804
536,Roberto Wallace,0,0.007884804
537,Freddie Brown,0,0.00787198
538,Victor Bolden,0,0.00787198
539,Cordarrelle Patterson,0,0.007866299
540,Chase Lyman,0,0.007825057
541,Ronald Johnson,0,0.0077659246
542,Walter Young,0,0.007754921
543,Geronimo Allison,0,0.007754921
544,Chandler Worthy,0,0.007685709
545,Maurice Mann,0,0.007685709
546,Carlton Mitchell,0,0.007685709
547,Chris Davis,0,0.007685709
548,Adrian Madise,0,0.007614646
549,Jordan Kent,0,0.00760339
550,Joe Adams,0,0.0076032933
551,Courtney Taylor,0,0.0075607826
552,Preston Parker,0,0.0075607826
553,Steve Breaston,0,0.0075607826
554,Keshawn Martin,0,0.0075607826
555,Chansi Stuckey,0,0.0075607826
556,Corey Brown,0,0.0074470188
557,Eli Rogers,0,0.0074025095
558,Brooks Foster,0,0.0073889378
559,David Clowney,0,0.0073889378
560,Kenbrell Thompkins,0,0.0073889378
561,Jesse Holley,0,0.0073889378
562,Danny Coale,0,0.0073889378
563,Alex Erickson,0,0.007216867
564,Jalin Marshall,0,0.007214947
565,Derrick Williams,0,0.007214947
566,Jordan Norwood,0,0.007175268
567,Aaron Moorehead,0,0.007175268
568,Myles White,0,0.0071751084
569,Andre Caldwell,0,0.007173859
570,Derek Abney,0,0.0070989113
571,Kaelin Clay,0,0.00708437
572,Kevin Norwood,0,0.00708437
573,Ace Sanders,0,0.0069757886
574,Tavarres King,0,0.0069757886
575,Lavelle Hawkins,0,0.006959124
576,David Tyree,0,0.0069367625
577,Darius Jennings,0,0.0069367625
578,Paul Hubbard,0,0.0069367625
579,Justin Harper,0,0.0069367625
580,Chastin West,0,0.0069367625
581,PK Sam,0,0.0069367625
582,Deonte Thompson,0,0.0069367625
583,D'haquille Williams,0,0.006818066
584,Brian Hartline,0,0.0067609204
585,Greg Lewis,0,0.0067609204
586,Josh Morgan,0,0.006675236
587,Rashad Ross,0,0.006638505
588,DeAndrew Rubin,0,0.006638505
589,Paul Turner,0,0.006638505
590,Travis Benjamin,0,0.006638505
591,Michael Clark,0,0.006582708
592,DeAndrew White,0,0.0062549585
593,Trevor Davis,0,0.0062549585
594,LaTarence Dunbar,0,0.0062549585
595,Rod Streater,0,0.0062549585
596,Martavis Bryant,0,0.0062549585
597,Jacoby Ford,0,0.0062549585
598,Demetrius Byrd,0,0.0062549585
599,Bruce Ellington,0,0.0062549585
600,Mack Hollins,0,0.0062549585
601,Harry Douglas,0,0.0062266635
